,image_file,fixation_file,image_size,center_index,is_salient
1482,test\data\toronto\fixdens\images\50.jpg,test\data\toronto\fixdens\output\d50.jpg,"(681, 511)","[333, 31]",non_salient
1483,test\data\toronto\fixdens\images\50.jpg,test\data\toronto\fixdens\output\d50.jpg,"(681, 511)","[506, 566]",non_salient
1484,test\data\toronto\fixdens\images\50.jpg,test\data\toronto\fixdens\output\d50.jpg,"(681, 511)","[340, 589]",non_salient
1485,test\data\toronto\fixdens\images\50.jpg,test\data\toronto\fixdens\output\d50.jpg,"(681, 511)","[406, 599]",non_salient
1486,test\data\toronto\fixdens\images\50.jpg,test\data\toronto\fixdens\output\d50.jpg,"(681, 511)","[475, 646]",non_salient
1487,test\data\toronto\fixdens\images\50.jpg,test\data\toronto\fixdens\output\d50.jpg,"(681, 511)","[354, 127]",non_salient
1488,test\data\toronto\fixdens\images\50.jpg,test\data\toronto\fixdens\output\d50.jpg,"(681, 511)","[75, 170]",non_salient
1489,test\data\toronto\fixdens\images\50.jpg,test\data\toronto\fixdens\output\d50.jpg,"(681, 511)","[369, 290]",non_salient
1490,test\data\toronto\fixdens\images\50.jpg,test\data\toronto\fixdens\output\d50.jpg,"(681, 511)","[506, 29]",non_salient
1491,test\data\toronto\fixdens\images\50.jpg,test\data\toronto\fixdens\output\d50.jpg,"(681, 511)","[144, 194]",non_salient
1492,test\data\toronto\fixdens\images\50.jpg,test\data\toronto\fixdens\output\d50.jpg,"(681, 511)","[253, 649]",non_salient
1493,test\data\toronto\fixdens\images\50.jpg,test\data\toronto\fixdens\output\d50.jpg,"(681, 511)","[70, 532]",non_salient
1494,test\data\toronto\fixdens\images\50.jpg,test\data\toronto\fixdens\output\d50.jpg,"(681, 511)","[466, 338]",non_salient
1495,test\data\toronto\fixdens\images\50.jpg,test\data\toronto\fixdens\output\d50.jpg,"(681, 511)","[383, 31]",non_salient
1496,test\data\toronto\fixdens\images\50.jpg,test\data\toronto\fixdens\output\d50.jpg,"(681, 511)","[214, 637]",non_salient
1497,test\data\toronto\fixdens\images\50.jpg,test\data\toronto\fixdens\output\d50.jpg,"(681, 511)","[347, 216]",non_salient
1498,test\data\toronto\fixdens\images\50.jpg,test\data\toronto\fixdens\output\d50.jpg,"(681, 511)","[470, 413]",non_salient
1499,test\data\toronto\fixdens\images\50.jpg,test\data\toronto\fixdens\output\d50.jpg,"(681, 511)","[432, 437]",non_salient
1500,test\data\toronto\fixdens\images\51.jpg,test\data\toronto\fixdens\output\d51.jpg,"(681, 511)","[309, 403]",salient
1501,test\data\toronto\fixdens\images\51.jpg,test\data\toronto\fixdens\output\d51.jpg,"(681, 511)","[318, 413]",salient
1502,test\data\toronto\fixdens\images\51.jpg,test\data\toronto\fixdens\output\d51.jpg,"(681, 511)","[314, 415]",salient
1503,test\data\toronto\fixdens\images\51.jpg,test\data\toronto\fixdens\output\d51.jpg,"(681, 511)","[307, 418]",salient
1504,test\data\toronto\fixdens\images\51.jpg,test\data\toronto\fixdens\output\d51.jpg,"(681, 511)","[311, 404]",salient
1505,test\data\toronto\fixdens\images\51.jpg,test\data\toronto\fixdens\output\d51.jpg,"(681, 511)","[300, 406]",salient
1506,test\data\toronto\fixdens\images\51.jpg,test\data\toronto\fixdens\output\d51.jpg,"(681, 511)","[296, 406]",salient
1507,test\data\toronto\fixdens\images\51.jpg,test\data\toronto\fixdens\output\d51.jpg,"(681, 511)","[311, 409]",salient
1508,test\data\toronto\fixdens\images\51.jpg,test\data\toronto\fixdens\output\d51.jpg,"(681, 511)","[298, 404]",salient
1509,test\data\toronto\fixdens\images\51.jpg,test\data\toronto\fixdens\output\d51.jpg,"(681, 511)","[297, 408]",salient
1510,test\data\toronto\fixdens\images\51.jpg,test\data\toronto\fixdens\output\d51.jpg,"(681, 511)","[98, 676]",non_salient
1511,test\data\toronto\fixdens\images\51.jpg,test\data\toronto\fixdens\output\d51.jpg,"(681, 511)","[34, 266]",non_salient
1512,test\data\toronto\fixdens\images\51.jpg,test\data\toronto\fixdens\output\d51.jpg,"(681, 511)","[245, 497]",non_salient
1513,test\data\toronto\fixdens\images\51.jpg,test\data\toronto\fixdens\output\d51.jpg,"(681, 511)","[230, 130]",non_salient
1514,test\data\toronto\fixdens\images\51.jpg,test\data\toronto\fixdens\output\d51.jpg,"(681, 511)","[53, 587]",non_salient
1515,test\data\toronto\fixdens\images\51.jpg,test\data\toronto\fixdens\output\d51.jpg,"(681, 511)","[483, 49]",non_salient
1516,test\data\toronto\fixdens\images\51.jpg,test\data\toronto\fixdens\output\d51.jpg,"(681, 511)","[410, 341]",non_salient
1517,test\data\toronto\fixdens\images\51.jpg,test\data\toronto\fixdens\output\d51.jpg,"(681, 511)","[409, 547]",non_salient
1518,test\data\toronto\fixdens\images\51.jpg,test\data\toronto\fixdens\output\d51.jpg,"(681, 511)","[410, 351]",non_salient
1519,test\data\toronto\fixdens\images\51.jpg,test\data\toronto\fixdens\output\d51.jpg,"(681, 511)","[56, 496]",non_salient
1520,test\data\toronto\fixdens\images\51.jpg,test\data\toronto\fixdens\output\d51.jpg,"(681, 511)","[405, 469]",non_salient
1521,test\data\toronto\fixdens\images\51.jpg,test\data\toronto\fixdens\output\d51.jpg,"(681, 511)","[470, 61]",non_salient
1522,test\data\toronto\fixdens\images\51.jpg,test\data\toronto\fixdens\output\d51.jpg,"(681, 511)","[352, 239]",non_salient
1523,test\data\toronto\fixdens\images\51.jpg,test\data\toronto\fixdens\output\d51.jpg,"(681, 511)","[361, 275]",non_salient
1524,test\data\toronto\fixdens\images\51.jpg,test\data\toronto\fixdens\output\d51.jpg,"(681, 511)","[56, 224]",non_salient
1525,test\data\toronto\fixdens\images\51.jpg,test\data\toronto\fixdens\output\d51.jpg,"(681, 511)","[30, 228]",non_salient
1526,test\data\toronto\fixdens\images\51.jpg,test\data\toronto\fixdens\output\d51.jpg,"(681, 511)","[180, 28]",non_salient
1527,test\data\toronto\fixdens\images\51.jpg,test\data\toronto\fixdens\output\d51.jpg,"(681, 511)","[447, 274]",non_salient
1528,test\data\toronto\fixdens\images\51.jpg,test\data\toronto\fixdens\output\d51.jpg,"(681, 511)","[464, 473]",non_salient
1529,test\data\toronto\fixdens\images\51.jpg,test\data\toronto\fixdens\output\d51.jpg,"(681, 511)","[411, 493]",non_salient
1530,test\data\toronto\fixdens\images\52.jpg,test\data\toronto\fixdens\output\d52.jpg,"(681, 511)","[276, 254]",salient
1531,test\data\toronto\fixdens\images\52.jpg,test\data\toronto\fixdens\output\d52.jpg,"(681, 511)","[266, 293]",salient
1532,test\data\toronto\fixdens\images\52.jpg,test\data\toronto\fixdens\output\d52.jpg,"(681, 511)","[287, 245]",salient
1533,test\data\toronto\fixdens\images\52.jpg,test\data\toronto\fixdens\output\d52.jpg,"(681, 511)","[256, 299]",salient
1534,test\data\toronto\fixdens\images\52.jpg,test\data\toronto\fixdens\output\d52.jpg,"(681, 511)","[283, 243]",salient
1535,test\data\toronto\fixdens\images\52.jpg,test\data\toronto\fixdens\output\d52.jpg,"(681, 511)","[272, 260]",salient
1536,test\data\toronto\fixdens\images\52.jpg,test\data\toronto\fixdens\output\d52.jpg,"(681, 511)","[262, 296]",salient
1537,test\data\toronto\fixdens\images\52.jpg,test\data\toronto\fixdens\output\d52.jpg,"(681, 511)","[263, 302]",salient
1538,test\data\toronto\fixdens\images\52.jpg,test\data\toronto\fixdens\output\d52.jpg,"(681, 511)","[264, 274]",salient
1539,test\data\toronto\fixdens\images\52.jpg,test\data\toronto\fixdens\output\d52.jpg,"(681, 511)","[261, 273]",salient
1540,test\data\toronto\fixdens\images\52.jpg,test\data\toronto\fixdens\output\d52.jpg,"(681, 511)","[171, 48]",non_salient
1541,test\data\toronto\fixdens\images\52.jpg,test\data\toronto\fixdens\output\d52.jpg,"(681, 511)","[449, 108]",non_salient
1542,test\data\toronto\fixdens\images\52.jpg,test\data\toronto\fixdens\output\d52.jpg,"(681, 511)","[233, 39]",non_salient
1543,test\data\toronto\fixdens\images\52.jpg,test\data\toronto\fixdens\output\d52.jpg,"(681, 511)","[141, 593]",non_salient
1544,test\data\toronto\fixdens\images\52.jpg,test\data\toronto\fixdens\output\d52.jpg,"(681, 511)","[235, 664]",non_salient
1545,test\data\toronto\fixdens\images\52.jpg,test\data\toronto\fixdens\output\d52.jpg,"(681, 511)","[127, 283]",non_salient
1546,test\data\toronto\fixdens\images\52.jpg,test\data\toronto\fixdens\output\d52.jpg,"(681, 511)","[417, 28]",non_salient
1547,test\data\toronto\fixdens\images\52.jpg,test\data\toronto\fixdens\output\d52.jpg,"(681, 511)","[97, 503]",non_salient
1548,test\data\toronto\fixdens\images\52.jpg,test\data\toronto\fixdens\output\d52.jpg,"(681, 511)","[69, 573]",non_salient
1549,test\data\toronto\fixdens\images\52.jpg,test\data\toronto\fixdens\output\d52.jpg,"(681, 511)","[94, 558]",non_salient
1550,test\data\toronto\fixdens\images\52.jpg,test\data\toronto\fixdens\output\d52.jpg,"(681, 511)","[346, 542]",non_salient
1551,test\data\toronto\fixdens\images\52.jpg,test\data\toronto\fixdens\output\d52.jpg,"(681, 511)","[455, 264]",non_salient
1552,test\data\toronto\fixdens\images\52.jpg,test\data\toronto\fixdens\output\d52.jpg,"(681, 511)","[392, 496]",non_salient
1553,test\data\toronto\fixdens\images\52.jpg,test\data\toronto\fixdens\output\d52.jpg,"(681, 511)","[113, 20]",non_salient
1554,test\data\toronto\fixdens\images\52.jpg,test\data\toronto\fixdens\output\d52.jpg,"(681, 511)","[430, 209]",non_salient
1555,test\data\toronto\fixdens\images\52.jpg,test\data\toronto\fixdens\output\d52.jpg,"(681, 511)","[132, 93]",non_salient
1556,test\data\toronto\fixdens\images\52.jpg,test\data\toronto\fixdens\output\d52.jpg,"(681, 511)","[62, 565]",non_salient
1557,test\data\toronto\fixdens\images\52.jpg,test\data\toronto\fixdens\output\d52.jpg,"(681, 511)","[141, 238]",non_salient
1558,test\data\toronto\fixdens\images\52.jpg,test\data\toronto\fixdens\output\d52.jpg,"(681, 511)","[470, 545]",non_salient
1559,test\data\toronto\fixdens\images\52.jpg,test\data\toronto\fixdens\output\d52.jpg,"(681, 511)","[418, 151]",non_salient
1560,test\data\toronto\fixdens\images\53.jpg,test\data\toronto\fixdens\output\d53.jpg,"(681, 511)","[169, 177]",salient
1561,test\data\toronto\fixdens\images\53.jpg,test\data\toronto\fixdens\output\d53.jpg,"(681, 511)","[167, 181]",salient
1562,test\data\toronto\fixdens\images\53.jpg,test\data\toronto\fixdens\output\d53.jpg,"(681, 511)","[176, 186]",salient
1563,test\data\toronto\fixdens\images\53.jpg,test\data\toronto\fixdens\output\d53.jpg,"(681, 511)","[168, 159]",salient
1564,test\data\toronto\fixdens\images\53.jpg,test\data\toronto\fixdens\output\d53.jpg,"(681, 511)","[175, 166]",salient
1565,test\data\toronto\fixdens\images\53.jpg,test\data\toronto\fixdens\output\d53.jpg,"(681, 511)","[182, 182]",salient
1566,test\data\toronto\fixdens\images\53.jpg,test\data\toronto\fixdens\output\d53.jpg,"(681, 511)","[159, 184]",salient
1567,test\data\toronto\fixdens\images\53.jpg,test\data\toronto\fixdens\output\d53.jpg,"(681, 511)","[168, 193]",salient
1568,test\data\toronto\fixdens\images\53.jpg,test\data\toronto\fixdens\output\d53.jpg,"(681, 511)","[180, 175]",salient
1569,test\data\toronto\fixdens\images\53.jpg,test\data\toronto\fixdens\output\d53.jpg,"(681, 511)","[161, 189]",salient
1570,test\data\toronto\fixdens\images\53.jpg,test\data\toronto\fixdens\output\d53.jpg,"(681, 511)","[297, 147]",non_salient
1571,test\data\toronto\fixdens\images\53.jpg,test\data\toronto\fixdens\output\d53.jpg,"(681, 511)","[409, 19]",non_salient
1572,test\data\toronto\fixdens\images\53.jpg,test\data\toronto\fixdens\output\d53.jpg,"(681, 511)","[299, 592]",non_salient
1573,test\data\toronto\fixdens\images\53.jpg,test\data\toronto\fixdens\output\d53.jpg,"(681, 511)","[179, 331]",non_salient
1574,test\data\toronto\fixdens\images\53.jpg,test\data\toronto\fixdens\output\d53.jpg,"(681, 511)","[65, 5]",non_salient
1575,test\data\toronto\fixdens\images\53.jpg,test\data\toronto\fixdens\output\d53.jpg,"(681, 511)","[412, 469]",non_salient
1576,test\data\toronto\fixdens\images\53.jpg,test\data\toronto\fixdens\output\d53.jpg,"(681, 511)","[183, 320]",non_salient
1577,test\data\toronto\fixdens\images\53.jpg,test\data\toronto\fixdens\output\d53.jpg,"(681, 511)","[483, 344]",non_salient
1578,test\data\toronto\fixdens\images\53.jpg,test\data\toronto\fixdens\output\d53.jpg,"(681, 511)","[210, 317]",non_salient
1579,test\data\toronto\fixdens\images\53.jpg,test\data\toronto\fixdens\output\d53.jpg,"(681, 511)","[198, 363]",non_salient
1580,test\data\toronto\fixdens\images\53.jpg,test\data\toronto\fixdens\output\d53.jpg,"(681, 511)","[331, 25]",non_salient
1581,test\data\toronto\fixdens\images\53.jpg,test\data\toronto\fixdens\output\d53.jpg,"(681, 511)","[411, 612]",non_salient
1582,test\data\toronto\fixdens\images\53.jpg,test\data\toronto\fixdens\output\d53.jpg,"(681, 511)","[200, 26]",non_salient
1583,test\data\toronto\fixdens\images\53.jpg,test\data\toronto\fixdens\output\d53.jpg,"(681, 511)","[20, 217]",non_salient
1584,test\data\toronto\fixdens\images\53.jpg,test\data\toronto\fixdens\output\d53.jpg,"(681, 511)","[364, 180]",non_salient
1585,test\data\toronto\fixdens\images\53.jpg,test\data\toronto\fixdens\output\d53.jpg,"(681, 511)","[31, 616]",non_salient
1586,test\data\toronto\fixdens\images\53.jpg,test\data\toronto\fixdens\output\d53.jpg,"(681, 511)","[45, 52]",non_salient
1587,test\data\toronto\fixdens\images\53.jpg,test\data\toronto\fixdens\output\d53.jpg,"(681, 511)","[308, 292]",non_salient
1588,test\data\toronto\fixdens\images\53.jpg,test\data\toronto\fixdens\output\d53.jpg,"(681, 511)","[325, 291]",non_salient
1589,test\data\toronto\fixdens\images\53.jpg,test\data\toronto\fixdens\output\d53.jpg,"(681, 511)","[152, 543]",non_salient
1590,test\data\toronto\fixdens\images\54.jpg,test\data\toronto\fixdens\output\d54.jpg,"(681, 511)","[235, 250]",salient
1591,test\data\toronto\fixdens\images\54.jpg,test\data\toronto\fixdens\output\d54.jpg,"(681, 511)","[222, 244]",salient
1592,test\data\toronto\fixdens\images\54.jpg,test\data\toronto\fixdens\output\d54.jpg,"(681, 511)","[238, 254]",salient
1593,test\data\toronto\fixdens\images\54.jpg,test\data\toronto\fixdens\output\d54.jpg,"(681, 511)","[229, 246]",salient
1594,test\data\toronto\fixdens\images\54.jpg,test\data\toronto\fixdens\output\d54.jpg,"(681, 511)","[232, 237]",salient
1595,test\data\toronto\fixdens\images\54.jpg,test\data\toronto\fixdens\output\d54.jpg,"(681, 511)","[242, 246]",salient
1596,test\data\toronto\fixdens\images\54.jpg,test\data\toronto\fixdens\output\d54.jpg,"(681, 511)","[240, 241]",salient
1597,test\data\toronto\fixdens\images\54.jpg,test\data\toronto\fixdens\output\d54.jpg,"(681, 511)","[228, 241]",salient
1598,test\data\toronto\fixdens\images\54.jpg,test\data\toronto\fixdens\output\d54.jpg,"(681, 511)","[240, 243]",salient
1599,test\data\toronto\fixdens\images\54.jpg,test\data\toronto\fixdens\output\d54.jpg,"(681, 511)","[240, 252]",salient
1600,test\data\toronto\fixdens\images\54.jpg,test\data\toronto\fixdens\output\d54.jpg,"(681, 511)","[1, 477]",non_salient
1601,test\data\toronto\fixdens\images\54.jpg,test\data\toronto\fixdens\output\d54.jpg,"(681, 511)","[415, 357]",non_salient
1602,test\data\toronto\fixdens\images\54.jpg,test\data\toronto\fixdens\output\d54.jpg,"(681, 511)","[267, 606]",non_salient
1603,test\data\toronto\fixdens\images\54.jpg,test\data\toronto\fixdens\output\d54.jpg,"(681, 511)","[438, 577]",non_salient
1604,test\data\toronto\fixdens\images\54.jpg,test\data\toronto\fixdens\output\d54.jpg,"(681, 511)","[195, 90]",non_salient
1605,test\data\toronto\fixdens\images\54.jpg,test\data\toronto\fixdens\output\d54.jpg,"(681, 511)","[40, 520]",non_salient
1606,test\data\toronto\fixdens\images\54.jpg,test\data\toronto\fixdens\output\d54.jpg,"(681, 511)","[215, 340]",non_salient
1607,test\data\toronto\fixdens\images\54.jpg,test\data\toronto\fixdens\output\d54.jpg,"(681, 511)","[457, 171]",non_salient
1608,test\data\toronto\fixdens\images\54.jpg,test\data\toronto\fixdens\output\d54.jpg,"(681, 511)","[363, 249]",non_salient
1609,test\data\toronto\fixdens\images\54.jpg,test\data\toronto\fixdens\output\d54.jpg,"(681, 511)","[496, 513]",non_salient
1610,test\data\toronto\fixdens\images\54.jpg,test\data\toronto\fixdens\output\d54.jpg,"(681, 511)","[441, 38]",non_salient
1611,test\data\toronto\fixdens\images\54.jpg,test\data\toronto\fixdens\output\d54.jpg,"(681, 511)","[178, 480]",non_salient
1612,test\data\toronto\fixdens\images\54.jpg,test\data\toronto\fixdens\output\d54.jpg,"(681, 511)","[167, 433]",non_salient
1613,test\data\toronto\fixdens\images\54.jpg,test\data\toronto\fixdens\output\d54.jpg,"(681, 511)","[281, 309]",non_salient
1614,test\data\toronto\fixdens\images\54.jpg,test\data\toronto\fixdens\output\d54.jpg,"(681, 511)","[99, 317]",non_salient
1615,test\data\toronto\fixdens\images\54.jpg,test\data\toronto\fixdens\output\d54.jpg,"(681, 511)","[394, 509]",non_salient
1616,test\data\toronto\fixdens\images\54.jpg,test\data\toronto\fixdens\output\d54.jpg,"(681, 511)","[336, 45]",non_salient
1617,test\data\toronto\fixdens\images\54.jpg,test\data\toronto\fixdens\output\d54.jpg,"(681, 511)","[359, 175]",non_salient
1618,test\data\toronto\fixdens\images\54.jpg,test\data\toronto\fixdens\output\d54.jpg,"(681, 511)","[35, 173]",non_salient
1619,test\data\toronto\fixdens\images\54.jpg,test\data\toronto\fixdens\output\d54.jpg,"(681, 511)","[155, 226]",non_salient
1620,test\data\toronto\fixdens\images\55.jpg,test\data\toronto\fixdens\output\d55.jpg,"(681, 511)","[261, 381]",salient
1621,test\data\toronto\fixdens\images\55.jpg,test\data\toronto\fixdens\output\d55.jpg,"(681, 511)","[275, 371]",salient
1622,test\data\toronto\fixdens\images\55.jpg,test\data\toronto\fixdens\output\d55.jpg,"(681, 511)","[251, 370]",salient
1623,test\data\toronto\fixdens\images\55.jpg,test\data\toronto\fixdens\output\d55.jpg,"(681, 511)","[263, 372]",salient
1624,test\data\toronto\fixdens\images\55.jpg,test\data\toronto\fixdens\output\d55.jpg,"(681, 511)","[256, 381]",salient
1625,test\data\toronto\fixdens\images\55.jpg,test\data\toronto\fixdens\output\d55.jpg,"(681, 511)","[274, 364]",salient
1626,test\data\toronto\fixdens\images\55.jpg,test\data\toronto\fixdens\output\d55.jpg,"(681, 511)","[263, 362]",salient
1627,test\data\toronto\fixdens\images\55.jpg,test\data\toronto\fixdens\output\d55.jpg,"(681, 511)","[247, 385]",salient
1628,test\data\toronto\fixdens\images\55.jpg,test\data\toronto\fixdens\output\d55.jpg,"(681, 511)","[271, 362]",salient
1629,test\data\toronto\fixdens\images\55.jpg,test\data\toronto\fixdens\output\d55.jpg,"(681, 511)","[259, 385]",salient
1630,test\data\toronto\fixdens\images\55.jpg,test\data\toronto\fixdens\output\d55.jpg,"(681, 511)","[348, 518]",non_salient
1631,test\data\toronto\fixdens\images\55.jpg,test\data\toronto\fixdens\output\d55.jpg,"(681, 511)","[234, 549]",non_salient
1632,test\data\toronto\fixdens\images\55.jpg,test\data\toronto\fixdens\output\d55.jpg,"(681, 511)","[139, 331]",non_salient
1633,test\data\toronto\fixdens\images\55.jpg,test\data\toronto\fixdens\output\d55.jpg,"(681, 511)","[368, 121]",non_salient
1634,test\data\toronto\fixdens\images\55.jpg,test\data\toronto\fixdens\output\d55.jpg,"(681, 511)","[392, 478]",non_salient
1635,test\data\toronto\fixdens\images\55.jpg,test\data\toronto\fixdens\output\d55.jpg,"(681, 511)","[11, 221]",non_salient
1636,test\data\toronto\fixdens\images\55.jpg,test\data\toronto\fixdens\output\d55.jpg,"(681, 511)","[21, 488]",non_salient
1637,test\data\toronto\fixdens\images\55.jpg,test\data\toronto\fixdens\output\d55.jpg,"(681, 511)","[142, 415]",non_salient
1638,test\data\toronto\fixdens\images\55.jpg,test\data\toronto\fixdens\output\d55.jpg,"(681, 511)","[436, 392]",non_salient
1639,test\data\toronto\fixdens\images\55.jpg,test\data\toronto\fixdens\output\d55.jpg,"(681, 511)","[418, 105]",non_salient
1640,test\data\toronto\fixdens\images\55.jpg,test\data\toronto\fixdens\output\d55.jpg,"(681, 511)","[56, 376]",non_salient
1641,test\data\toronto\fixdens\images\55.jpg,test\data\toronto\fixdens\output\d55.jpg,"(681, 511)","[456, 395]",non_salient
1642,test\data\toronto\fixdens\images\55.jpg,test\data\toronto\fixdens\output\d55.jpg,"(681, 511)","[507, 653]",non_salient
1643,test\data\toronto\fixdens\images\55.jpg,test\data\toronto\fixdens\output\d55.jpg,"(681, 511)","[77, 676]",non_salient
1644,test\data\toronto\fixdens\images\55.jpg,test\data\toronto\fixdens\output\d55.jpg,"(681, 511)","[20, 665]",non_salient
1645,test\data\toronto\fixdens\images\55.jpg,test\data\toronto\fixdens\output\d55.jpg,"(681, 511)","[330, 661]",non_salient
1646,test\data\toronto\fixdens\images\55.jpg,test\data\toronto\fixdens\output\d55.jpg,"(681, 511)","[406, 482]",non_salient
1647,test\data\toronto\fixdens\images\55.jpg,test\data\toronto\fixdens\output\d55.jpg,"(681, 511)","[422, 644]",non_salient
1648,test\data\toronto\fixdens\images\55.jpg,test\data\toronto\fixdens\output\d55.jpg,"(681, 511)","[156, 50]",non_salient
1649,test\data\toronto\fixdens\images\55.jpg,test\data\toronto\fixdens\output\d55.jpg,"(681, 511)","[189, 423]",non_salient
1650,test\data\toronto\fixdens\images\56.jpg,test\data\toronto\fixdens\output\d56.jpg,"(681, 511)","[405, 348]",salient
1651,test\data\toronto\fixdens\images\56.jpg,test\data\toronto\fixdens\output\d56.jpg,"(681, 511)","[391, 337]",salient
1652,test\data\toronto\fixdens\images\56.jpg,test\data\toronto\fixdens\output\d56.jpg,"(681, 511)","[407, 358]",salient
1653,test\data\toronto\fixdens\images\56.jpg,test\data\toronto\fixdens\output\d56.jpg,"(681, 511)","[397, 344]",salient
1654,test\data\toronto\fixdens\images\56.jpg,test\data\toronto\fixdens\output\d56.jpg,"(681, 511)","[400, 355]",salient
1655,test\data\toronto\fixdens\images\56.jpg,test\data\toronto\fixdens\output\d56.jpg,"(681, 511)","[408, 349]",salient
1656,test\data\toronto\fixdens\images\56.jpg,test\data\toronto\fixdens\output\d56.jpg,"(681, 511)","[404, 346]",salient
1657,test\data\toronto\fixdens\images\56.jpg,test\data\toronto\fixdens\output\d56.jpg,"(681, 511)","[395, 347]",salient
1658,test\data\toronto\fixdens\images\56.jpg,test\data\toronto\fixdens\output\d56.jpg,"(681, 511)","[399, 335]",salient
1659,test\data\toronto\fixdens\images\56.jpg,test\data\toronto\fixdens\output\d56.jpg,"(681, 511)","[411, 352]",salient
1660,test\data\toronto\fixdens\images\56.jpg,test\data\toronto\fixdens\output\d56.jpg,"(681, 511)","[495, 295]",non_salient
1661,test\data\toronto\fixdens\images\56.jpg,test\data\toronto\fixdens\output\d56.jpg,"(681, 511)","[196, 468]",non_salient
1662,test\data\toronto\fixdens\images\56.jpg,test\data\toronto\fixdens\output\d56.jpg,"(681, 511)","[165, 434]",non_salient
1663,test\data\toronto\fixdens\images\56.jpg,test\data\toronto\fixdens\output\d56.jpg,"(681, 511)","[289, 73]",non_salient
1664,test\data\toronto\fixdens\images\56.jpg,test\data\toronto\fixdens\output\d56.jpg,"(681, 511)","[456, 131]",non_salient
1665,test\data\toronto\fixdens\images\56.jpg,test\data\toronto\fixdens\output\d56.jpg,"(681, 511)","[14, 56]",non_salient
1666,test\data\toronto\fixdens\images\56.jpg,test\data\toronto\fixdens\output\d56.jpg,"(681, 511)","[27, 424]",non_salient
1667,test\data\toronto\fixdens\images\56.jpg,test\data\toronto\fixdens\output\d56.jpg,"(681, 511)","[453, 27]",non_salient
1668,test\data\toronto\fixdens\images\56.jpg,test\data\toronto\fixdens\output\d56.jpg,"(681, 511)","[474, 246]",non_salient
1669,test\data\toronto\fixdens\images\56.jpg,test\data\toronto\fixdens\output\d56.jpg,"(681, 511)","[124, 567]",non_salient
1670,test\data\toronto\fixdens\images\56.jpg,test\data\toronto\fixdens\output\d56.jpg,"(681, 511)","[410, 118]",non_salient
1671,test\data\toronto\fixdens\images\56.jpg,test\data\toronto\fixdens\output\d56.jpg,"(681, 511)","[269, 97]",non_salient
1672,test\data\toronto\fixdens\images\56.jpg,test\data\toronto\fixdens\output\d56.jpg,"(681, 511)","[225, 425]",non_salient
1673,test\data\toronto\fixdens\images\56.jpg,test\data\toronto\fixdens\output\d56.jpg,"(681, 511)","[302, 98]",non_salient
1674,test\data\toronto\fixdens\images\56.jpg,test\data\toronto\fixdens\output\d56.jpg,"(681, 511)","[122, 299]",non_salient
1675,test\data\toronto\fixdens\images\56.jpg,test\data\toronto\fixdens\output\d56.jpg,"(681, 511)","[37, 192]",non_salient
1676,test\data\toronto\fixdens\images\56.jpg,test\data\toronto\fixdens\output\d56.jpg,"(681, 511)","[38, 561]",non_salient
1677,test\data\toronto\fixdens\images\56.jpg,test\data\toronto\fixdens\output\d56.jpg,"(681, 511)","[82, 179]",non_salient
1678,test\data\toronto\fixdens\images\56.jpg,test\data\toronto\fixdens\output\d56.jpg,"(681, 511)","[102, 508]",non_salient
1679,test\data\toronto\fixdens\images\56.jpg,test\data\toronto\fixdens\output\d56.jpg,"(681, 511)","[32, 465]",non_salient
1680,test\data\toronto\fixdens\images\57.jpg,test\data\toronto\fixdens\output\d57.jpg,"(681, 511)","[255, 383]",salient
1681,test\data\toronto\fixdens\images\57.jpg,test\data\toronto\fixdens\output\d57.jpg,"(681, 511)","[265, 366]",salient
1682,test\data\toronto\fixdens\images\57.jpg,test\data\toronto\fixdens\output\d57.jpg,"(681, 511)","[260, 378]",salient
1683,test\data\toronto\fixdens\images\57.jpg,test\data\toronto\fixdens\output\d57.jpg,"(681, 511)","[259, 375]",salient
1684,test\data\toronto\fixdens\images\57.jpg,test\data\toronto\fixdens\output\d57.jpg,"(681, 511)","[248, 373]",salient
1685,test\data\toronto\fixdens\images\57.jpg,test\data\toronto\fixdens\output\d57.jpg,"(681, 511)","[269, 369]",salient
1686,test\data\toronto\fixdens\images\57.jpg,test\data\toronto\fixdens\output\d57.jpg,"(681, 511)","[267, 380]",salient
1687,test\data\toronto\fixdens\images\57.jpg,test\data\toronto\fixdens\output\d57.jpg,"(681, 511)","[249, 379]",salient
1688,test\data\toronto\fixdens\images\57.jpg,test\data\toronto\fixdens\output\d57.jpg,"(681, 511)","[255, 370]",salient
1689,test\data\toronto\fixdens\images\57.jpg,test\data\toronto\fixdens\output\d57.jpg,"(681, 511)","[260, 372]",salient
1690,test\data\toronto\fixdens\images\57.jpg,test\data\toronto\fixdens\output\d57.jpg,"(681, 511)","[470, 511]",non_salient
1691,test\data\toronto\fixdens\images\57.jpg,test\data\toronto\fixdens\output\d57.jpg,"(681, 511)","[138, 664]",non_salient
1692,test\data\toronto\fixdens\images\57.jpg,test\data\toronto\fixdens\output\d57.jpg,"(681, 511)","[88, 593]",non_salient
1693,test\data\toronto\fixdens\images\57.jpg,test\data\toronto\fixdens\output\d57.jpg,"(681, 511)","[28, 22]",non_salient
1694,test\data\toronto\fixdens\images\57.jpg,test\data\toronto\fixdens\output\d57.jpg,"(681, 511)","[267, 113]",non_salient
